"X","times","LON","LAT"
9489,"2017-06-23 06:24:00",-117.975003678046,33.5756211684698
9490,"2017-06-23 06:25:00",-117.974810283163,33.5752909303298
9491,"2017-06-23 06:26:00",-117.974962987667,33.5749460760359
9492,"2017-06-23 06:27:00",-117.974693953614,33.5752368495109
9493,"2017-06-23 06:28:00",-117.974846442478,33.5755817708018
9494,"2017-06-23 06:29:00",-117.974462332694,33.5754032008848
9495,"2017-06-23 06:30:00",-117.974901707292,33.5754032980009
9496,"2017-06-23 06:31:00",-117.974517485017,33.5755816982626
9497,"2017-06-23 06:32:00",-117.974921207229,33.575726824079
9498,"2017-06-23 06:33:00",-117.97522384049,33.5759934552806
9499,"2017-06-23 06:34:00",-117.975526638539,33.5757269552035
9500,"2017-06-23 06:35:00",-117.975679340963,33.5753821000497
9501,"2017-06-23 06:36:00",-117.975656975431,33.5757494045956
9502,"2017-06-23 06:37:00",-117.975272863235,33.5755708371988
9503,"2017-06-23 06:38:00",-117.974939408713,33.5758103273082
9504,"2017-06-23 06:39:00",-117.974746013654,33.5754800890778
9505,"2017-06-23 06:40:00",-117.975176417537,33.5754061493786
9506,"2017-06-23 06:41:00",-117.975606820686,33.5753322081815
9507,"2017-06-23 06:42:00",-117.976010543559,33.5754773304501
9508,"2017-06-23 06:43:00",-117.97562643184,33.5752987641429
9509,"2017-06-23 06:44:00",-117.975858750838,33.5756109289612
9510,"2017-06-23 06:45:00",-117.975748728052,33.5752548649442
9511,"2017-06-23 06:46:00",-117.975364508178,33.5754332678404
9512,"2017-06-23 06:47:00",-117.975803882929,33.5754333617535
9513,"2017-06-23 06:48:00",-117.975956583733,33.5750885062409
9514,"2017-06-23 06:49:00",-117.975623278806,33.5748488729367
9515,"2017-06-23 06:50:00",-117.975429680829,33.5751790273018
9516,"2017-06-23 06:51:00",-117.975860082635,33.5751050852209
9517,"2017-06-23 06:52:00",-117.976092588555,33.5747930186155
9518,"2017-06-23 06:53:00",-117.976522944332,33.5748671418906
9519,"2017-06-23 06:54:00",-117.976755265401,33.5751793050481
9520,"2017-06-23 06:55:00",-117.977194638867,33.5751793940233
9521,"2017-06-23 06:56:00",-117.977261276023,33.5748158671274
9522,"2017-06-23 06:57:00",-117.977621955302,33.574605836936
9523,"2017-06-23 06:58:00",-117.977202703106,33.5747158537956
9524,"2017-06-23 06:59:00",-117.976765575426,33.5747529732086
9525,"2017-06-23 07:00:00",-117.977169297542,33.5748980917106
9526,"2017-06-23 07:01:00",-117.976900271036,33.5751888699852
9527,"2017-06-23 07:02:00",-117.977303995407,33.5753339880378
9528,"2017-06-23 07:03:00",-117.977536496745,33.5750219187305
9529,"2017-06-23 07:04:00",-117.977099367665,33.5750590393205
9530,"2017-06-23 07:05:00",-117.976680176954,33.5749488539954
9531,"2017-06-23 07:06:00",-117.977119549253,33.574948943237
9532,"2017-06-23 07:07:00",-117.976700294761,33.5750589583882
9533,"2017-06-23 07:08:00",-117.976316183474,33.5748803942098
9534,"2017-06-23 07:09:00",-117.976746539876,33.5749545167064
9535,"2017-06-23 07:10:00",-117.976978861984,33.5752666794399
9536,"2017-06-23 07:11:00",-117.976868628598,33.5756226978153
9537,"2017-06-23 07:12:00",-117.976535178284,33.5758621922231
9538,"2017-06-23 07:13:00",-117.976938989101,33.5757172380146
9539,"2017-06-23 07:14:00",-117.976519730665,33.5758272525398
9540,"2017-06-23 07:15:00",-117.976409704891,33.5754711891224
9541,"2017-06-23 07:16:00",-117.976562200992,33.5758161082873
9542,"2017-06-23 07:17:00",-117.976714698305,33.5761610272452
9543,"2017-06-23 07:18:00",-117.977017338596,33.5764276540433
9544,"2017-06-23 07:19:00",-117.977378025171,33.5762176246187
9545,"2017-06-23 07:20:00",-117.976940911516,33.5761803289902
9546,"2017-06-23 07:21:00",-117.976503776341,33.5762174474686
9547,"2017-06-23 07:22:00",-117.976481414084,33.5765847521143
9548,"2017-06-23 07:23:00",-117.976885228356,33.5764397980987
9549,"2017-06-23 07:24:00",-117.976691631629,33.5767699543531
9550,"2017-06-23 07:25:00",-117.976669270024,33.577137259
9551,"2017-06-23 07:26:00",-117.976400234891,33.577428036081
9552,"2017-06-23 07:27:00",-117.97646687711,33.5770645097459
9553,"2017-06-23 07:28:00",-117.97653330516,33.5774280635449
9554,"2017-06-23 07:29:00",-117.976937123273,33.5772831093804
9555,"2017-06-23 07:30:00",-117.976517857263,33.5773931238702
9556,"2017-06-23 07:31:00",-117.976820656225,33.5771266206875
9557,"2017-06-23 07:32:00",-117.97697335597,33.5767817640147
9558,"2017-06-23 07:33:00",-117.977039995287,33.5764182373325
9559,"2017-06-23 07:34:00",-117.977272322371,33.576730399442
9560,"2017-06-23 07:35:00",-117.977504827569,33.5764183302653
9561,"2017-06-23 07:36:00",-117.977944207314,33.5764184165802
9562,"2017-06-23 07:37:00",-117.978096711183,33.5767633338025
9563,"2017-06-23 07:38:00",-117.977677449157,33.5768733522306
9564,"2017-06-23 07:39:00",-117.977258186067,33.5769833692362
9565,"2017-06-23 07:40:00",-117.977064779563,33.5766531346904
9566,"2017-06-23 07:41:00",-117.977131209805,33.577016688193
9567,"2017-06-23 07:42:00",-117.977561619282,33.5769427402177
9568,"2017-06-23 07:43:00",-117.977177395657,33.5771211486929
9569,"2017-06-23 07:44:00",-117.977537966057,33.577331322327
9570,"2017-06-23 07:45:00",-117.977100846719,33.5772940272693
9571,"2017-06-23 07:46:00",-117.977461417653,33.5775042011206
9572,"2017-06-23 07:47:00",-117.977865153741,33.57764931729
9573,"2017-06-23 07:48:00",-117.978295565732,33.57757536677
9574,"2017-06-23 07:49:00",-117.978598359866,33.5773088592449
9575,"2017-06-23 07:50:00",-117.978958934491,33.5775190287332
9576,"2017-06-23 07:51:00",-117.97911144433,33.5778639446444
9577,"2017-06-23 07:52:00",-117.978727219811,33.5780423579047
9578,"2017-06-23 07:53:00",-117.978704866498,33.578409662845
9579,"2017-06-23 07:54:00",-117.979007520754,33.5786762846812
9580,"2017-06-23 07:55:00",-117.978588310134,33.578566105881
9581,"2017-06-23 07:56:00",-117.978820648543,33.5788782649769
9582,"2017-06-23 07:57:00",-117.979260040754,33.578878346622
9583,"2017-06-23 07:58:00",-117.979326481903,33.5792418988168
9584,"2017-06-23 07:59:00",-117.97939311325,33.5788783710112
9585,"2017-06-23 08:00:00",-117.979459744038,33.5785148431482
9586,"2017-06-23 08:01:00",-117.979437393706,33.5788821481932
9587,"2017-06-23 08:02:00",-117.979797976906,33.5790923151845
9588,"2017-06-23 08:03:00",-117.980201797313,33.5789473504066
9589,"2017-06-23 08:04:00",-117.980091752466,33.5785912904401
9590,"2017-06-23 08:05:00",-117.980522167234,33.5785173321879
9591,"2017-06-23 08:06:00",-117.980412121617,33.5781612724813
9592,"2017-06-23 08:07:00",-117.980564808901,33.5778164114333
9593,"2017-06-23 08:08:00",-117.980867466806,33.5780830287469
9594,"2017-06-23 08:09:00",-117.98130685499,33.5780831031243
9595,"2017-06-23 08:10:00",-117.981373304112,33.5784466542681
9596,"2017-06-23 08:11:00",-117.981439926265,33.5780831253125
9597,"2017-06-23 08:12:00",-117.981002801459,33.5780458440407
9598,"2017-06-23 08:13:00",-117.980618580026,33.5782242631681
9599,"2017-06-23 08:14:00",-117.980234446652,33.5780457112398
9600,"2017-06-23 08:15:00",-117.980638261455,33.5779007450125
